AuthorID,Author,Date,Content,Attachments,Reactions
"1278564815102808175","Alura","2024-09-05T20:45:47.1530000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T20:54:21.1610000-03:00","Novo projeto recebido!","","⭐ (24)"
"1278564815102808175","Alura","2024-09-05T20:54:34.5290000-03:00","Novo projeto recebido!","","⭐ (21)"
"1278564815102808175","Alura","2024-09-05T21:06:15.1330000-03:00","Novo projeto recebido!","","⭐ (17)"
"1278564815102808175","Alura","2024-09-05T21:21:17.9570000-03:00","Novo projeto recebido!","","⭐ (36)"
"1278564815102808175","Alura","2024-09-05T21:23:49.8910000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-05T21:27:25.7650000-03:00","Novo projeto recebido!","","⭐ (26)"
"1278564815102808175","Alura","2024-09-05T21:39:27.9300000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-05T21:43:40.0430000-03:00","Novo projeto recebido!","","⭐ (9)"
"1278564815102808175","Alura","2024-09-05T21:44:07.1310000-03:00","Novo projeto recebido!","","⭐ (35)"
"1278564815102808175","Alura","2024-09-05T21:47:00.4640000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T21:47:07.6130000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-05T21:47:13.5910000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T21:54:31.8620000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T22:10:57.4110000-03:00","Novo projeto recebido!","","⭐ (87)"
"1278564815102808175","Alura","2024-09-05T22:14:35.1140000-03:00","Novo projeto recebido!","","⭐ (8)"
"1278564815102808175","Alura","2024-09-05T22:18:25.8230000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T22:19:43.8740000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-05T22:34:39.4850000-03:00","Novo projeto recebido!","","⭐ (45)"
"1278564815102808175","Alura","2024-09-05T22:38:52.1430000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-05T22:40:11.6020000-03:00","Novo projeto recebido!","","⭐ (132)"
"1278564815102808175","Alura","2024-09-05T22:41:15.8090000-03:00","Novo projeto recebido!","","⭐ (37)"
"1278564815102808175","Alura","2024-09-05T22:49:27.4120000-03:00","Novo projeto recebido!","","⭐ (119)"
"1278564815102808175","Alura","2024-09-05T22:56:03.4370000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T22:57:36.0550000-03:00","Novo projeto recebido!","","⭐ (9)"
"1278564815102808175","Alura","2024-09-05T23:03:46.1920000-03:00","Novo projeto recebido!","","⭐ (109)"
"1278564815102808175","Alura","2024-09-05T23:08:57.1290000-03:00","Novo projeto recebido!","","⭐ (9)"
"1278564815102808175","Alura","2024-09-05T23:09:48.5980000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-05T23:11:39.4240000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-05T23:27:06.1420000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-05T23:28:24.9440000-03:00","Novo projeto recebido!","","⭐ (57)"
"1278564815102808175","Alura","2024-09-05T23:30:16.9870000-03:00","Novo projeto recebido!","","⭐ (8)"
"1278564815102808175","Alura","2024-09-05T23:32:39.6580000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-05T23:45:03.0650000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-05T23:46:32.2730000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-05T23:47:17.9720000-03:00","Novo projeto recebido!","","⭐ (9)"
"1278564815102808175","Alura","2024-09-05T23:48:34.0830000-03:00","Novo projeto recebido!","","⭐ (17)"
"1278564815102808175","Alura","2024-09-05T23:54:07.1510000-03:00","Novo projeto recebido!","","⭐ (24)"
"1278564815102808175","Alura","2024-09-05T23:54:12.8320000-03:00","Novo projeto recebido!","","⭐ (9)"
"1278564815102808175","Alura","2024-09-05T23:59:50.4260000-03:00","Novo projeto recebido!","","⭐ (27)"
"1278564815102808175","Alura","2024-09-06T00:07:30.3720000-03:00","Novo projeto recebido!","","⭐ (27)"
"1278564815102808175","Alura","2024-09-06T00:31:50.5120000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T00:35:18.3220000-03:00","Novo projeto recebido!","","⭐ (17)"
"1278564815102808175","Alura","2024-09-06T00:44:51.4440000-03:00","Novo projeto recebido!","","⭐ (10)"
